y0,y1,y2,y3,y4,y5,y6,y7,y8,y9,y10,y11,y12,y13,y14,y15,y16,y17,y18,y19,y20,y21,y22,y23,y24,y25,y26,y27,y28,y29,y30,y31,y32,y33,y34,y35,y36,y37,y38,y39,y40,y41,y42,y43,y44,y45,y46,y47,y48,y49,y50,y51,y52,y53,y54,y55,y56,y57,y58,y59,y60,y61,y62,y63,y64,y65,y66,y67,y68,y69,y70,y71,y72,y73,y74,y75,y76,y77,y78,y79,y80,y81,y82,y83,y84,y85,y86,y87,y88
0.709375,0.765625,0.740625,0.771875,0.74375,0.771875,0.759375,0.8125,2.475,2.95625,0.684375,0.778125,0.71875,0.790625,0.759375,1.325,4.76875,4.828125,6.753125,2.640625,2.14375,4.565625,2.13125,5.24375,5.171875,4.459375,7.675,0.775,2.20625,6.415625,0.73125,0.975,0.73125,3.40625,6.159375,2.603125,14.740625,7.85625,4.5875,0.70625,11.296875,12.590625,2.653125,3.665625,4.875,1.64375,14.190625,0.759375,5.575,3.03125,5.9875,0.7,0.865625,1.209375,6.5,12.50625,1.49375,5.771875,5.98125,11.79375,1.6125,7.171875,3.265625,6.353125,12.596875,11.83125,4.909375,5.8,11.99375,2.021875,12.503125,9.9375,13.403125,9.028125,0.740625,15.65625,13.53125,3.334375,2.9,3.353125,2.065625,4.99375,24.73125,9.70625,14.475,12.93125,16.9,16.83125,10.103125
0.7625,0.809375,0.759375,0.753125,0.75,0.796875,0.746875,0.728125,2.49375,2.678125,0.65625,0.740625,0.73125,0.93125,0.8125,1.240625,5.290625,4.98125,7.1625,2.83125,2.3,5.484375,2.28125,5.428125,5.284375,4.853125,8.709375,0.728125,2.228125,6.2875,1.55625,1.1625,0.7125,3.3625,6.278125,2.76875,15.903125,7.559375,5.84375,1.4875,12.31875,12.740625,2.7125,4.415625,5.35625,1.9375,15.590625,0.721875,5.6875,3.63125,6.671875,0.709375,1.05,1.265625,6.625,12.95625,2.384375,6.009375,6.5625,13.509375,1.60625,6.85,3.246875,6.90625,13.075,12.859375,4.18125,6.38125,13.771875,4.31875,12.20625,10.809375,19.45625,11.290625,0.753125,15.45625,12.0875,3.4375,3.278125,5.00625,2.021875,4.64375,25.7875,10.103125,12.828125,21.76875,17.809375,17.121875,10.565625
0.71875,0.734375,0.759375,0.734375,0.8,0.759375,0.765625,0.734375,2.44375,2.734375,0.725,0.75625,0.75625,1.034375,0.8,1.3125,5.2125,5.0375,7.0625,2.8375,2.33125,5.4125,2.39375,5.471875,5.009375,4.36875,8.30625,0.784375,2.190625,6.003125,1.625,1.75625,0.7125,4.175,5.715625,2.6375,14.0375,8.65,6.175,1.69375,10.878125,13.19375,2.675,4.45625,5.515625,4.503125,16.221875,0.746875,5.628125,3.69375,7.434375,0.7125,1.071875,1.41875,5.79375,14.765625,2.553125,5.365625,6.9125,13.228125,1.628125,7.35625,3.4875,7.13125,12.00625,14.95,4.16875,6.003125,13.0375,4.503125,14.1375,16.909375,18.009375,12.74375,0.70625,14.90625,13.4375,3.36875,3.565625,5.7375,1.90625,4.709375,25.15625,9.128125,13.284375,18.99375,17.725,16.50625,12.25625
0.709375,0.734375,0.746875,0.778125,0.71875,0.78125,0.778125,0.740625,2.503125,2.784375,0.70625,0.78125,0.74375,1.115625,0.803125,1.334375,6.05,5.409375,7.171875,4.125,2.25,5.64375,2.36875,5.403125,5.153125,4.28125,8.35625,0.784375,2.246875,5.578125,1.775,2.05,0.74375,4.009375,6.259375,2.75625,14.8125,7.40625,6.265625,1.803125,12.140625,11.634375,2.434375,4.10625,5.24375,5.046875,14.96875,0.8,5.896875,5.48125,6.475,0.74375,0.990625,1.721875,5.559375,13.140625,2.328125,5.709375,8.096875,13.396875,1.753125,6.9625,3.3375,8.1,12.421875,13.903125,4.503125,5.80625,13.3,4.20625,13.46875,17.078125,20.753125,12.421875,0.725,15.28125,11.9,3.51875,3.584375,5.528125,1.825,4.653125,26.278125,9.43125,13.903125,19.465625,18.0125,17.40625,12.059375
0.75625,0.7625,0.8,0.7875,0.765625,0.771875,0.75,0.74375,2.634375,2.790625,0.75625,0.815625,0.75,1.940625,0.86875,1.20625,11.690625,5.24375,6.9375,4.56875,2.2875,5.296875,5.45,5.290625,5.08125,4.5875,7.734375,0.759375,2.290625,5.784375,1.646875,3.078125,0.76875,10.459375,7.265625,4.2875,17.021875,8.146875,6.290625,1.684375,13.146875,12.046875,2.63125,3.89375,5.36875,4.6875,15.38125,0.790625,6.003125,5.39375,6.359375,0.73125,1.184375,1.65,6.496875,14.50625,2.55625,5.8625,7.915625,13.209375,2.315625,7.8875,3.659375,8.321875,13.059375,13.296875,5.08125,9.634375,12.709375,4.25,14.18125,17.346875,19.51875,10.878125,0.7875,13.81875,12.1625,3.346875,3.6375,5.525,1.784375,4.85625,25.821875,9.2375,14.053125,20.66875,17.05625,16.096875,11.9125
0.71875,0.746875,0.7625,0.753125,0.759375,0.753125,0.75,0.784375,2.615625,3.096875,0.715625,0.821875,0.74375,1.7875,0.953125,1.38125,12.86875,5.403125,7.40625,4.115625,2.353125,5.69375,5.646875,5.340625,5.478125,4.278125,8.571875,0.765625,2.8875,6.396875,1.65625,2.996875,0.746875,9.6375,7.778125,4.91875,14.90625,9.05625,8.06875,1.634375,10.934375,12.315625,2.50625,4.896875,5.696875,7.496875,16.71875,0.8125,6.434375,5.590625,7.04375,0.728125,1.2375,2.98125,5.840625,14.115625,2.496875,6.25625,7.1125,16.5875,2.396875,8.40625,7.3625,8.68125,13.115625,14.490625,4.928125,8.925,16.384375,3.890625,14.73125,18.109375,18.171875,12.646875,0.728125,16.140625,12.859375,4.95625,4.45625,5.828125,1.909375,4.5875,25.271875,9.534375,15.084375,22.190625,19.409375,17.934375,11.60625
0.725,0.790625,0.815625,0.765625,0.83125,0.76875,0.746875,0.759375,3.115625,3.059375,0.74375,0.915625,0.759375,1.875,0.9,1.325,12.1875,6.4375,7.51875,9.284375,2.35625,5.928125,6.121875,5.246875,5.325,4.56875,8.390625,0.871875,3.265625,5.7,1.715625,2.94375,0.74375,10.215625,9.53125,4.93125,14.9875,8.915625,8.515625,1.878125,12.221875,13.053125,2.50625,5.396875,5.9625,7.309375,16.45625,0.80625,6.08125,5.803125,6.771875,0.73125,1.275,2.703125,5.984375,14.68125,2.503125,6.978125,8.13125,16.71875,2.621875,7.821875,7.171875,9.6625,16.896875,14.3125,5.90625,10.1875,15.9875,4.11875,16.409375,16.915625,21.1625,11.615625,0.746875,15.678125,12.74375,5.221875,4.125,6.86875,2.3,5.440625,24.53125,8.93125,13.6875,19.0625,19.221875,16.446875,40.13125
0.728125,0.796875,0.75,0.76875,0.725,0.7625,0.759375,0.765625,3.134375,3.171875,0.734375,0.828125,0.74375,1.7625,2.4,1.26875,11.440625,6.378125,7.334375,7.990625,2.0625,6.34375,6.40625,5.6875,5.58125,4.684375,7.890625,0.7875,3.209375,5.728125,1.665625,2.646875,0.771875,10.803125,9.190625,5.2125,16.515625,8.29375,8.553125,2.03125,12.653125,12.91875,2.646875,5.528125,6.453125,7.45625,16.140625,0.8125,7.63125,5.415625,7.440625,0.703125,1.884375,2.775,7.225,14.690625,2.5375,7.978125,8.25,17.66875,2.528125,7.403125,6.90625,8.975,14.428125,13.48125,6.128125,10.115625,15.83125,4.321875,14.784375,15.6375,20.121875,13.76875,0.75625,21.61875,13.0,5.040625,6.328125,6.971875,2.3,7.271875,25.6875,9.01875,15.171875,22.81875,20.421875,17.296875,35.31875
0.709375,0.734375,0.76875,0.725,0.7375,0.76875,0.771875,0.759375,2.784375,3.21875,0.70625,0.790625,0.728125,1.846875,2.49375,1.421875,12.215625,7.09375,8.44375,8.23125,2.484375,6.371875,5.53125,5.565625,5.634375,4.621875,8.0875,0.775,3.353125,6.175,1.653125,2.878125,0.771875,10.24375,9.496875,5.56875,15.465625,12.046875,8.2875,1.796875,11.65625,13.75625,3.225,6.15,6.45,8.0875,17.41875,0.75625,6.23125,5.69375,7.740625,0.71875,2.115625,4.4875,6.7125,14.978125,2.76875,11.41875,7.65,20.021875,2.66875,9.5625,6.684375,10.6875,16.828125,14.728125,5.503125,10.14375,17.23125,4.6,15.30625,19.175,19.121875,14.821875,1.265625,20.45,13.21875,5.221875,6.10625,6.825,2.465625,6.975,25.853125,9.546875,15.103125,25.325,20.034375,16.840625,38.41875
0.74375,0.778125,0.746875,0.740625,0.775,0.7625,0.7875,0.73125,2.959375,3.31875,0.765625,0.85625,0.725,1.96875,2.4875,1.121875,12.965625,9.35,8.48125,8.090625,3.484375,6.20625,5.45,5.375,5.534375,4.546875,7.878125,0.7875,3.2625,5.65,1.665625,3.3125,0.778125,10.721875,9.66875,5.76875,15.95,11.953125,8.2375,1.8,12.50625,13.003125,4.275,5.909375,8.540625,8.04375,18.015625,1.34375,7.375,5.8,7.925,0.721875,2.5625,3.915625,8.371875,15.571875,2.88125,11.83125,9.559375,18.23125,3.41875,9.871875,7.1375,9.66875,16.70625,18.68125,5.971875,9.86875,19.2375,5.315625,18.35,20.8375,17.53125,14.465625,1.16875,20.0,15.35,6.76875,5.915625,6.621875,2.98125,6.21875,24.81875,9.06875,14.95,25.040625,21.24375,18.178125,34.171875
0.721875,0.74375,0.78125,0.728125,0.7875,0.809375,0.74375,0.790625,3.30625,2.825,0.690625,0.778125,0.775,2.021875,2.7625,1.15625,11.6625,10.459375,8.59375,8.15625,3.315625,6.403125,5.5125,5.35625,6.840625,4.86875,8.55625,0.76875,3.3125,5.975,1.646875,4.1,0.75625,9.128125,9.2375,9.728125,14.5,11.8,10.225,1.578125,12.521875,12.84375,4.00625,6.4875,7.80625,7.934375,16.3375,1.259375,7.5875,5.703125,8.190625,0.7625,2.678125,4.121875,6.9875,15.08125,3.121875,12.325,8.215625,22.015625,4.6125,10.540625,7.04375,9.890625,14.975,18.684375,8.39375,9.765625,18.075,7.45625,19.709375,18.553125,18.165625,13.6,1.309375,19.40625,13.140625,6.753125,6.159375,7.75,3.50625,6.15,24.36875,8.4875,15.475,27.99375,22.409375,19.1875,42.00625
0.715625,0.734375,0.809375,0.775,0.7625,0.796875,0.734375,0.771875,3.190625,3.265625,0.746875,0.76875,0.715625,1.83125,2.384375,1.296875,12.91875,10.15,10.69375,7.315625,3.6375,6.075,4.546875,5.3125,7.45,4.9625,7.95,0.81875,3.915625,5.859375,1.559375,4.125,0.925,10.546875,8.840625,13.83125,15.21875,11.246875,8.828125,1.934375,11.953125,11.6875,5.053125,5.921875,8.4875,7.871875,19.065625,1.80625,7.515625,10.534375,10.365625,0.759375,3.278125,4.321875,9.04375,19.928125,3.159375,11.834375,10.471875,20.190625,5.071875,9.990625,7.35625,10.48125,17.5,17.10625,7.85,9.41875,17.340625,8.01875,19.60625,20.540625,19.628125,12.909375,1.471875,20.5375,12.921875,6.484375,6.846875,7.625,6.571875,6.9375,22.628125,8.640625,15.915625,42.825,18.921875,17.5875,38.496875
0.76875,0.76875,0.74375,0.834375,0.76875,0.80625,0.734375,0.7875,3.221875,3.271875,0.775,0.85625,0.759375,1.74375,2.55625,1.259375,11.209375,9.328125,11.246875,7.803125,3.553125,6.68125,5.228125,5.578125,6.934375,4.8875,8.059375,0.784375,4.040625,6.428125,1.721875,4.003125,0.88125,10.878125,10.99375,15.65625,14.28125,13.56875,9.334375,1.884375,10.7,13.1375,4.86875,6.98125,8.325,7.91875,18.846875,1.9,7.403125,9.153125,9.575,0.709375,4.059375,4.1,8.584375,19.01875,3.003125,12.1375,9.928125,19.421875,5.878125,12.828125,6.346875,10.853125,15.646875,18.228125,7.875,10.428125,17.784375,8.409375,21.3875,22.396875,20.090625,15.603125,2.40625,20.05,13.546875,6.2625,6.709375,10.771875,5.453125,8.31875,24.184375,15.240625,19.3625,42.05625,20.453125,18.621875,39.784375
0.765625,0.7875,0.746875,0.778125,0.740625,0.728125,0.803125,0.7875,3.04375,3.703125,0.7,0.759375,0.75625,1.90625,2.46875,1.296875,11.665625,9.709375,9.853125,7.753125,3.790625,6.99375,5.31875,5.5625,6.990625,4.66875,8.29375,0.775,3.59375,6.15,1.6,4.01875,0.909375,10.1875,11.14375,14.4,15.990625,12.953125,10.4,1.690625,13.225,12.6125,5.409375,6.071875,8.765625,8.45,19.065625,1.99375,8.103125,10.90625,9.375,0.73125,6.35,5.15,8.65625,18.746875,3.03125,12.678125,10.696875,20.634375,5.915625,17.403125,7.00625,12.0625,15.6625,17.946875,8.409375,9.85625,19.00625,7.925,20.21875,19.83125,19.425,16.93125,2.509375,18.959375,14.8375,7.615625,6.328125,11.15,6.390625,12.3125,25.19375,13.79375,19.20625,38.796875,21.5,18.06875,42.6875
0.7125,0.73125,0.73125,0.721875,0.784375,0.74375,0.74375,0.728125,3.046875,3.6875,0.784375,0.928125,0.80625,1.875,2.628125,1.2,12.478125,9.6375,11.69375,8.278125,3.8875,6.784375,5.246875,5.5625,6.9875,7.328125,8.584375,0.8,4.665625,5.9875,2.075,6.165625,0.846875,10.26875,12.403125,14.28125,14.04375,12.446875,10.965625,1.846875,12.175,12.01875,4.871875,9.678125,8.259375,9.38125,17.7375,1.921875,8.809375,12.078125,9.559375,0.7875,6.696875,7.56875,9.484375,21.08125,5.44375,13.990625,10.765625,19.103125,5.515625,16.721875,9.89375,11.64375,16.659375,19.290625,8.896875,19.603125,18.65,8.11875,19.721875,20.6375,19.821875,16.175,2.578125,20.396875,13.5875,8.65,6.53125,10.125,7.8125,11.809375,25.453125,13.428125,19.765625,40.75,22.0375,19.675,37.9625
0.74375,0.74375,0.778125,0.75625,0.746875,0.721875,0.775,0.79375,3.40625,3.515625,0.740625,0.80625,0.721875,1.965625,2.659375,1.2,12.0,10.528125,11.64375,8.7,3.7625,6.83125,5.1875,5.2875,6.884375,6.39375,7.95625,0.834375,4.184375,6.06875,2.20625,6.765625,0.809375,11.8125,13.034375,15.6375,17.296875,12.015625,12.534375,1.75625,11.5875,14.334375,9.70625,9.44375,8.1,8.965625,16.428125,2.0375,8.753125,10.6,11.85,0.74375,6.003125,8.021875,8.45625,19.05625,5.01875,18.484375,10.740625,20.190625,6.05,17.359375,11.075,12.096875,18.934375,19.846875,7.703125,16.975,18.35625,9.075,21.7,18.134375,21.159375,15.875,2.390625,20.940625,16.05625,8.053125,6.48125,10.553125,6.96875,11.46875,24.5375,13.64375,19.990625,40.5875,22.953125,18.31875,39.875
0.734375,0.7375,0.75,0.73125,0.771875,0.76875,0.771875,0.746875,3.796875,3.925,0.734375,0.778125,0.8125,1.871875,2.60625,1.153125,12.078125,10.028125,11.371875,8.425,3.65625,7.23125,5.421875,5.41875,8.21875,6.54375,8.50625,0.740625,5.790625,6.565625,2.084375,6.4625,0.865625,10.715625,12.890625,15.1875,15.21875,12.7875,11.490625,1.75625,13.290625,15.21875,10.259375,9.8375,9.24375,10.790625,17.95625,1.975,9.009375,11.378125,11.91875,0.753125,6.85,8.846875,10.009375,20.26875,6.896875,21.871875,10.1875,21.303125,6.340625,18.809375,10.196875,12.03125,15.55,18.890625,7.653125,20.4625,18.2875,8.540625,20.68125,18.803125,19.821875,18.728125,2.425,20.5375,13.2875,8.61875,7.121875,10.196875,7.08125,11.8625,26.925,14.5875,20.08125,39.9,20.809375,18.503125,37.8125
0.775,0.8125,0.775,0.746875,0.740625,0.746875,0.784375,0.7875,3.603125,3.996875,0.78125,0.834375,0.784375,1.878125,2.715625,1.19375,11.321875,10.484375,11.45,8.88125,3.665625,9.253125,5.0875,5.68125,7.353125,7.28125,9.859375,0.78125,5.875,6.940625,1.884375,7.034375,0.84375,10.703125,16.46875,14.484375,15.40625,15.6,13.08125,1.63125,12.74375,18.26875,9.8875,10.590625,8.1,11.603125,17.88125,2.18125,9.61875,12.05625,14.75,0.746875,5.96875,7.9125,9.903125,18.978125,6.115625,21.428125,10.484375,21.028125,6.425,17.034375,12.3,11.409375,20.60625,20.003125,7.959375,19.553125,21.196875,8.790625,20.178125,22.88125,20.7875,18.025,2.784375,19.715625,14.46875,8.9125,6.79375,9.128125,7.290625,11.559375,30.015625,14.471875,20.671875,41.859375,20.15625,18.41875,39.190625
0.74375,0.775,0.775,0.73125,0.7625,0.85,0.75,0.74375,3.703125,3.909375,0.78125,0.825,0.8125,1.890625,2.675,1.334375,12.34375,11.209375,11.209375,8.26875,3.646875,9.45625,5.328125,5.678125,7.603125,6.7625,9.428125,0.75,5.371875,6.96875,2.35,6.084375,1.434375,10.3375,17.5625,13.778125,17.10625,14.653125,11.059375,1.8,11.996875,19.44375,10.728125,9.328125,8.446875,11.084375,17.028125,3.5875,8.609375,12.6625,15.55,0.721875,7.1875,9.678125,13.775,20.040625,6.396875,21.675,11.475,20.621875,7.171875,17.034375,10.28125,12.578125,16.9125,18.08125,7.890625,17.775,22.490625,10.996875,20.428125,20.44375,18.921875,21.76875,2.809375,22.275,14.49375,8.26875,7.41875,9.753125,7.73125,11.134375,36.33125,14.78125,22.059375,39.734375,23.871875,20.49375,47.190625
0.740625,0.759375,0.734375,0.790625,0.784375,0.7875,0.734375,0.73125,3.65,4.14375,0.74375,0.8375,0.75,1.859375,2.578125,1.06875,12.471875,9.85625,11.19375,9.0625,3.69375,9.278125,6.68125,5.85625,7.63125,7.225,8.546875,0.8375,6.065625,7.15,2.8125,6.9875,1.4625,11.809375,17.6,16.265625,17.471875,16.846875,13.071875,1.83125,11.565625,22.665625,11.784375,10.58125,8.478125,10.93125,20.415625,3.965625,8.190625,11.346875,15.2625,0.753125,7.05625,7.66875,15.771875,21.53125,6.64375,20.471875,10.840625,22.65625,7.509375,15.934375,10.859375,18.5,18.5375,18.1375,7.31875,20.19375,20.34375,16.75625,21.4875,19.5625,20.90625,18.509375,9.884375,20.096875,13.340625,9.278125,11.815625,11.646875,7.925,12.178125,33.028125,13.94375,20.528125,40.190625,21.40625,18.159375,44.290625
0.74375,0.771875,0.76875,0.740625,0.7625,0.79375,0.765625,0.759375,3.690625,4.2625,0.74375,0.815625,0.759375,1.934375,2.21875,1.1625,13.703125,9.625,10.759375,9.23125,4.796875,9.5,6.55,6.01875,8.296875,6.628125,8.821875,0.7625,5.884375,7.375,3.334375,6.875,1.4875,11.2375,19.403125,14.190625,17.153125,15.059375,12.15625,1.675,11.534375,18.7,11.16875,10.025,8.18125,18.653125,16.6125,5.046875,8.571875,11.465625,14.046875,0.778125,6.815625,7.771875,16.021875,20.903125,6.5,20.0125,13.246875,19.590625,6.978125,16.4,17.90625,16.79375,19.571875,17.828125,8.209375,19.665625,20.63125,16.95,19.8375,21.5875,20.446875,18.625,8.4875,21.165625,17.3375,9.8375,10.4625,11.54375,10.046875,16.159375,37.00625,15.39375,20.73125,37.434375,36.053125,18.546875,42.409375
0.753125,0.775,0.746875,0.725,0.7625,0.778125,0.746875,0.74375,3.85,4.671875,0.75,0.7875,0.74375,1.959375,2.434375,1.2375,12.2625,9.525,11.628125,9.38125,3.934375,10.615625,6.39375,5.7375,8.00625,6.66875,8.48125,0.78125,5.690625,7.63125,3.603125,7.1,1.48125,10.071875,16.51875,13.340625,17.959375,15.4375,11.803125,1.71875,13.9125,19.278125,10.68125,15.365625,8.34375,15.615625,18.225,5.396875,8.834375,11.090625,14.9125,0.75625,6.746875,9.009375,16.2625,19.653125,7.09375,19.6125,11.7,20.559375,10.146875,17.321875,15.9,18.1375,19.79375,18.290625,7.971875,20.484375,21.10625,18.33125,20.23125,19.85,19.9875,20.784375,10.746875,20.771875,19.44375,10.865625,10.675,12.075,8.875,14.246875,33.65,15.684375,21.240625,41.3,38.465625,17.271875,49.634375
0.75,0.75,0.778125,0.746875,0.734375,0.73125,0.76875,0.75,3.76875,4.446875,0.728125,0.853125,0.728125,1.834375,2.659375,1.278125,12.378125,10.2,12.125,9.5125,4.496875,9.634375,5.921875,6.365625,7.603125,6.63125,9.15,0.778125,6.45625,7.365625,3.446875,6.596875,1.725,12.340625,18.26875,15.046875,17.115625,15.209375,11.68125,1.865625,14.5625,20.415625,13.509375,13.784375,8.95,17.184375,18.93125,6.19375,8.8,11.58125,15.86875,0.740625,7.296875,9.340625,13.525,20.159375,6.48125,20.146875,11.75,19.528125,9.890625,17.890625,16.384375,18.75,19.65,19.290625,7.44375,19.73125,30.578125,17.328125,20.165625,20.896875,21.284375,20.025,10.259375,21.609375,18.484375,11.471875,11.44375,11.7,10.0875,15.846875,36.35625,13.25625,20.85,42.903125,36.740625,21.33125,47.928125
0.734375,0.7625,0.725,0.753125,0.775,0.7625,0.771875,0.746875,3.95625,4.6125,0.75625,0.86875,0.78125,1.875,2.521875,1.259375,13.596875,9.36875,11.665625,9.509375,5.221875,9.95625,6.925,5.946875,8.040625,6.915625,14.08125,0.79375,6.03125,7.13125,3.275,8.18125,2.125,11.678125,18.721875,13.225,18.20625,15.915625,12.628125,1.696875,14.290625,20.675,16.528125,16.009375,9.146875,19.909375,19.184375,6.3875,10.49375,12.19375,13.73125,0.709375,7.275,14.678125,18.746875,19.89375,6.76875,20.83125,14.5875,20.721875,9.434375,16.990625,16.66875,17.26875,19.046875,18.30625,8.240625,21.240625,32.25625,16.515625,23.140625,21.153125,20.571875,20.753125,11.6875,20.975,18.7625,10.13125,13.75625,11.471875,9.85,23.865625,35.328125,13.7625,22.734375,42.559375,39.203125,20.00625,42.721875
0.775,0.7875,0.7625,0.7625,0.790625,0.76875,0.771875,0.771875,3.846875,5.18125,0.80625,0.8125,0.834375,2.1,2.421875,1.221875,12.96875,10.31875,11.596875,9.559375,5.3,9.778125,6.625,5.696875,7.8625,6.95625,16.553125,0.803125,6.3375,7.0875,4.58125,8.428125,2.946875,12.21875,17.875,14.428125,18.39375,17.16875,12.046875,1.753125,15.1,19.903125,13.59375,14.9375,9.7125,18.64375,18.046875,7.15625,10.528125,11.815625,16.0625,0.73125,7.05625,13.221875,18.665625,21.371875,7.39375,19.18125,16.278125,18.84375,10.58125,18.46875,17.89375,16.1875,18.26875,18.675,8.046875,21.896875,30.275,17.321875,21.7875,21.6625,21.159375,20.434375,11.746875,21.040625,18.809375,11.45625,13.684375,17.00625,12.4875,29.728125,34.3875,20.834375,22.75,40.7,47.259375,40.30625,46.465625
0.71875,0.778125,0.7625,0.734375,0.78125,0.78125,0.76875,0.790625,3.815625,4.815625,0.746875,0.871875,0.74375,1.73125,2.384375,1.240625,13.090625,9.803125,11.259375,9.871875,5.059375,9.559375,7.396875,5.80625,9.084375,7.0125,14.04375,0.80625,6.0,7.74375,4.484375,9.2625,2.525,16.80625,19.65,14.903125,16.875,18.1625,12.490625,1.628125,15.796875,19.975,14.725,15.134375,10.721875,18.790625,16.9125,8.2875,9.9875,11.596875,15.509375,0.83125,9.584375,13.903125,16.046875,19.375,6.996875,24.05625,15.721875,19.403125,11.05,16.05625,17.390625,19.440625,17.73125,17.43125,8.453125,18.490625,29.096875,18.00625,22.703125,20.0375,21.95,20.95,16.884375,22.61875,18.709375,21.115625,14.83125,13.803125,13.4,43.2,37.8625,20.803125,22.40625,41.546875,44.146875,43.45,48.11875
0.784375,0.753125,0.775,0.765625,0.834375,0.75,0.76875,0.753125,4.321875,4.84375,0.9,0.871875,0.734375,1.84375,2.51875,1.34375,12.903125,10.71875,11.45,9.259375,4.865625,9.225,6.9625,6.55,8.753125,7.14375,15.06875,0.78125,10.59375,7.709375,5.0375,7.428125,3.5125,17.24375,18.4625,13.184375,17.80625,17.36875,12.04375,1.765625,15.075,19.18125,12.3375,15.71875,11.775,18.834375,18.896875,11.16875,10.140625,11.45,14.409375,0.765625,11.259375,13.71875,18.534375,19.396875,7.915625,21.240625,15.359375,22.240625,9.759375,16.721875,17.19375,20.18125,18.075,19.44375,8.215625,19.315625,33.046875,20.240625,20.64375,22.240625,22.08125,20.83125,15.73125,22.625,18.703125,20.621875,15.69375,12.45,12.928125,47.45625,37.2375,20.253125,22.171875,44.009375,42.796875,41.653125,48.515625
0.78125,0.784375,0.778125,0.728125,0.746875,0.78125,0.7125,0.84375,4.34375,5.11875,0.875,0.871875,0.796875,1.921875,2.446875,1.240625,13.465625,9.378125,11.715625,12.553125,6.5,9.38125,5.975,7.76875,8.4875,6.828125,16.003125,0.76875,10.996875,8.90625,4.7125,7.6,3.596875,18.175,19.528125,13.409375,17.9875,17.196875,13.95,1.696875,15.553125,17.378125,17.3375,15.6625,11.371875,19.415625,20.40625,10.3,10.071875,11.453125,15.703125,0.7875,10.171875,14.3875,16.41875,19.665625,11.4,20.784375,14.3375,20.96875,9.58125,20.378125,18.0875,19.353125,19.096875,18.528125,9.60625,23.75625,28.55625,19.696875,21.825,21.76875,22.3625,21.89375,16.853125,22.959375,22.925,20.415625,16.871875,17.16875,11.5375,46.55,36.490625,22.54375,20.803125,44.496875,49.953125,40.7875,64.2375
0.7375,0.7375,0.803125,0.746875,0.775,0.7625,0.75625,0.78125,4.425,5.4875,0.89375,0.875,0.740625,1.90625,2.5625,1.021875,13.903125,9.203125,11.06875,11.74375,5.69375,9.465625,6.253125,8.003125,8.309375,7.265625,14.50625,0.78125,11.8875,8.825,4.890625,9.046875,3.771875,19.246875,18.278125,14.96875,18.9125,18.49375,13.384375,3.43125,16.021875,19.746875,16.053125,15.303125,12.03125,18.54375,19.175,10.975,10.13125,11.221875,15.021875,0.74375,11.421875,13.80625,18.16875,20.3875,11.296875,19.121875,15.928125,21.41875,11.78125,19.790625,18.565625,17.89375,18.825,18.60625,9.7625,24.3375,31.925,17.540625,22.1375,21.990625,21.853125,20.009375,16.78125,20.571875,20.39375,19.765625,17.95625,20.1625,13.1875,47.6625,36.95625,19.946875,21.025,45.19375,43.38125,40.975,60.684375
0.746875,0.81875,0.76875,0.725,0.76875,0.76875,0.753125,0.7125,4.20625,6.415625,0.740625,1.00625,0.753125,1.915625,2.675,1.509375,13.0375,9.646875,10.565625,13.25,6.140625,9.359375,6.7875,6.61875,8.859375,7.409375,15.828125,0.8,10.925,8.625,6.14375,8.803125,3.875,18.0875,19.165625,14.671875,20.628125,17.821875,13.3,3.625,14.4125,19.8875,16.89375,16.753125,12.0125,18.915625,19.5,11.590625,10.575,12.3,17.278125,0.834375,10.621875,16.134375,18.228125,21.9625,11.09375,18.0,15.309375,21.178125,9.79375,16.821875,17.1,19.446875,21.2125,17.35625,9.08125,24.584375,31.38125,18.78125,21.409375,21.215625,21.94375,21.828125,15.775,21.134375,19.1125,20.184375,19.759375,19.54375,12.9,46.3625,38.590625,20.10625,20.765625,42.521875,43.509375,44.153125,62.528125
0.76875,0.746875,0.75,0.746875,0.78125,0.775,0.75,2.36875,4.484375,5.903125,0.796875,0.975,0.815625,2.1625,2.8125,1.359375,14.175,10.61875,11.446875,14.209375,6.45,10.121875,8.93125,8.528125,9.1,9.653125,13.76875,0.83125,11.071875,9.5,6.48125,9.815625,3.990625,18.34375,18.903125,15.215625,18.178125,17.634375,14.325,3.709375,15.2,17.075,16.28125,14.04375,13.64375,19.446875,20.071875,11.85625,10.690625,10.925,18.134375,0.7875,10.81875,15.640625,16.590625,20.684375,16.690625,22.171875,14.8,20.9625,11.953125,18.740625,18.91875,18.621875,20.9875,18.878125,16.271875,23.86875,32.075,18.65625,21.06875,21.85,21.315625,21.759375,17.609375,22.040625,21.959375,22.153125,20.01875,18.68125,12.740625,45.36875,40.53125,21.690625,21.13125,44.8125,44.840625,39.209375,60.653125
